fixture,opponent_team,total_points,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
54,19,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1403,49774,11761,10358
3,8,9,0,1,1,64,0,1,1,0,0,0,0,0,0,0,0,27,3.2,4.7,2,1,60,0,280300,0,0
15,18,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,27840,414903,60012,32172
25,11,1,3,0,3,13,0,0,0,0,0,0,0,0,0,0,0,3,1.6,1,2,0.5,60,-89693,336139,21054,110747
35,10,1,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0.3,59,-60477,286632,10397,70874
50,17,1,2,1,5,23,0,0,0,0,0,0,0,0,0,0,0,9,10.2,2.1,2,1.4,58,-42117,249846,6839,48956
54,19,10,2,1,6,18,1,1,0,0,0,0,0,0,0,0,0,25,50.4,11,33,9.4,58,-24875,229828,8197,33072
3,8,1,0,1,1,25,0,0,0,0,0,0,0,0,0,0,0,7,2,0.4,4,0.6,60,0,58532,0,0
15,18,1,2,2,2,6,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,60,-9562,61764,3719,13281
25,11,1,3,0,3,26,0,0,0,1,0,0,0,0,0,0,0,3,0,0.8,0,0.1,59,-12446,53442,4542,16988
35,10,1,2,1,4,15,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0,0.1,58,-10773,45397,1870,12643
50,17,0,2,1,5,24,0,0,0,0,0,0,0,1,0,0,0,-3,2.2,1.3,2,0.6,58,-3267,44982,2723,5990
54,19,1,2,1,6,59,0,0,0,0,0,0,0,0,0,0,0,2,5.6,26.1,22,5.4,58,-3187,44740,3490,6677
3,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,55821,0,0
15,18,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-11938,48789,1147,13085
25,11,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-7683,43342,1830,9513
35,10,2,2,1,4,90,0,0,0,1,0,0,0,0,0,0,0,13,15.4,0.5,0,1.6,48,-5718,39334,1142,6860
50,17,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-1309,39684,1795,3104
54,19,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,-5920,34148,596,6516
3,8,3,0,1,1,64,0,0,1,0,0,0,0,0,0,0,0,5,8.6,5,23,3.7,80,0,808300,0,0
15,18,2,2,2,2,90,0,0,0,2,0,0,0,0,0,0,0,11,24.2,22.4,14,6.1,80,-101419,767728,18430,119849
25,11,2,3,0,3,76,0,0,0,3,0,0,0,0,0,0,0,15,25.6,56,55,13.7,79,-63671,735805,65234,128905
35,10,1,2,1,4,45,0,0,0,0,0,0,0,0,0,0,0,4,8.6,11.1,2,2.2,78,-165482,583717,21525,187007
50,17,5,2,1,5,90,0,1,0,2,0,0,0,0,0,0,0,20,12,27.9,56,9.6,77,-133488,461319,14897,148385
54,19,1,2,1,6,30,0,0,0,1,0,0,0,0,0,0,0,5,4.4,3.1,0,0.8,77,-47298,424810,17801,65099
3,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,12350,0,0
15,18,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-3231,11738,289,3520
25,11,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-4721,7068,0,4721
35,10,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-1498,5721,0,1498
50,17,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-591,5165,0,591
54,19,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-482,4690,0,482
3,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,8599,0,0
15,18,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-1770,8758,404,2174
25,11,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-1087,8332,761,1848
35,10,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,-1271,7490,333,1604
50,17,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,-688,7206,353,1041
54,19,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,-1767,5457,33,1800
3,8,2,0,1,1,74,0,0,1,0,0,0,0,0,0,0,0,1,1.6,4.4,47,5.3,80,0,356575,0,0
15,18,1,2,2,2,89,0,0,0,1,0,0,0,1,0,0,0,0,10,13.8,37,6.1,80,-68929,330019,17220,86149
25,11,2,3,0,3,90,0,0,0,3,0,0,0,0,0,0,0,-2,7.8,13.7,8,3,79,9052,370461,84542,75490
35,10,1,2,1,4,90,0,0,0,1,0,0,0,1,0,0,0,-5,5,4.8,6,1.6,79,-57114,329819,26921,84035
50,17,2,2,1,5,65,0,0,0,2,0,0,0,0,0,0,0,1,8,2.8,23,3.4,78,-53653,287533,16615,70268
54,19,6,2,1,6,18,1,0,0,0,0,0,0,1,0,0,2,29,34,1.8,19,5.5,77,-61582,232398,7869,69451
3,8,7,0,1,1,90,0,0,1,0,0,0,0,1,0,0,2,31,16.4,50.9,19,8.6,60,0,3202426,0,0
15,18,7,2,2,2,90,1,0,0,2,0,0,0,1,0,0,1,31,47.8,21.4,25,9.4,60,-21076,3475620,118795,139871
25,11,1,3,0,3,90,0,0,0,3,0,0,0,0,0,0,0,11,22.6,13,9,4.5,61,430372,4141191,530191,99819
35,10,7,2,1,4,90,0,1,0,1,0,0,0,0,0,0,2,32,32.6,33.1,14,8,61,-53230,4179576,211927,265157
50,17,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,-25307,4254345,272194,297501
54,19,1,2,1,6,90,0,0,0,1,0,0,0,1,0,0,0,13,5.6,10.6,10,2.6,60,-525540,3742029,132575,658115
3,8,7,0,1,1,90,0,0,1,0,0,0,0,0,0,3,0,28,27.8,0,0,2.8,50,0,1595369,0,0
15,18,1,2,2,2,90,0,0,0,2,0,0,0,1,0,3,0,11,25.8,0,0,2.6,50,82449,2020683,166528,84079
25,11,2,3,0,3,90,0,0,0,3,0,0,0,0,0,3,0,10,19.8,0,0,2,50,64004,2192270,208927,144923
35,10,3,2,1,4,90,0,0,0,1,0,0,0,0,0,4,0,16,34.6,0,0,3.5,50,-192033,2027544,46583,238616
50,17,2,2,1,5,90,0,0,0,2,0,0,0,0,0,3,0,15,19.8,0,0,2,50,-85598,1983048,53979,139577
54,19,2,2,1,6,90,0,0,0,1,0,0,0,0,0,2,0,12,14.6,0,0,1.5,50,-177401,1827367,42314,219715
3,8,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2.2,0.5,0,0.3,60,0,153243,0,0
15,18,1,2,2,2,5,0,0,0,1,0,0,0,0,0,0,0,8,6,10.3,4,2,59,-35548,122929,1776,37324
25,11,2,3,0,3,63,0,0,0,2,0,0,0,0,0,0,0,9,11.4,11.8,22,4.5,58,-25882,100118,5242,31124
35,10,-2,2,1,4,27,0,0,0,1,0,0,0,0,1,0,0,-2,0,2.8,0,0.2,57,-18988,83547,1962,20950
50,17,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,-25680,58220,365,26045
54,19,1,2,1,6,59,0,0,0,0,0,0,0,0,0,0,0,11,5.8,20.2,8,3.4,57,-6119,53573,1326,7445
3,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,55834,0,0
15,18,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-5311,52901,1498,6809
25,11,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-6396,47482,1514,7910
35,10,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,11219,67496,24764,13545
50,17,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-5869,60257,1763,7632
53,10,1,5,2,6,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0.1,44,6792,68852,13350,6558
3,8,1,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,3,5.2,0.3,19,2.5,55,0,124903,0,0
15,18,1,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,55,-13748,118331,6822,20570
25,11,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-22501,98204,5658,28159
35,10,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-23103,75964,1092,24195
50,17,1,2,1,5,24,0,0,0,0,0,0,0,0,0,0,0,1,6.4,0,21,2.7,54,-9964,67374,1964,11928
54,19,1,2,1,6,30,0,0,0,1,0,0,0,0,0,0,0,0,5.4,0.6,19,2.5,54,-8005,60775,4520,12525
3,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,6968,0,0
15,18,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-764,7979,457,1221
25,11,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-671,8175,472,1143
35,10,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-732,8053,244,976
50,17,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-555,7796,171,726
54,19,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-974,6970,123,1097
1,1,1,0,2,1,90,0,0,0,2,0,0,0,0,0,1,0,15,13.8,0,0,1.4,45,0,120146,0,0
16,12,2,1,1,2,90,0,0,0,1,0,0,0,1,0,3,0,13,26.4,0,0,2.6,45,-6586,129964,2700,9286
22,2,3,3,1,3,90,0,0,0,1,0,0,0,0,0,4,0,16,29.4,0,0,2.9,45,3467,139859,13727,10260
37,13,0,4,2,4,90,0,0,0,4,0,0,0,0,0,1,0,12,12.2,0,0,1.2,45,-9488,131689,2906,12394
43,4,2,1,1,5,90,0,0,0,1,0,0,0,0,0,2,0,12,17.6,0,0,1.8,45,-41,134857,7566,7607
57,15,7,0,0,6,90,0,0,1,0,0,0,0,0,0,5,0,29,42.4,0,0,4.2,45,-3991,132882,5437,9428
1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,99097,0,0
16,12,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-15459,83179,505,15964
22,2,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-11564,72130,382,11946
37,13,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-7519,65092,225,7744
43,4,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-5387,59881,127,5514
57,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,-689,60858,4567,5256
1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,1347,0,0
16,12,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-324,1063,98,422
22,2,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-202,895,96,298
37,13,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-203,704,12,215
43,4,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-55,661,21,76
57,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-51,615,13,64
1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,84444,0,0
16,12,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-28459,62400,3358,31817
22,2,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-24335,38799,0,24335
37,13,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-9210,30422,0,9210
43,4,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-4633,25972,0,4633
57,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-3904,22080,0,3904
1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,17168,0,0
16,12,1,1,1,2,90,0,0,0,1,0,0,0,1,0,0,0,5,29,0.2,0,2.9,45,-2282,17214,376,2658
22,2,2,3,1,3,90,0,0,0,1,0,0,0,0,0,0,0,9,10.8,2.7,0,1.4,45,-391,18304,1412,1803
37,13,0,4,2,4,90,0,0,0,4,0,0,0,0,0,0,0,11,10.4,0.3,0,1.1,45,-994,18457,866,1860
43,4,2,1,1,5,90,0,0,0,1,0,0,0,0,0,0,0,12,7.8,1.3,0,0.9,45,606,20203,2408,1802
57,15,5,0,0,6,90,0,0,1,0,0,0,0,1,0,0,0,25,16.8,20.8,6,4.4,45,-904,20328,1464,2368
1,1,0,0,2,1,90,0,0,0,2,0,0,0,1,0,0,0,9,8.4,14.1,0,2.3,45,0,11649,0,0
16,12,2,1,1,2,90,0,0,0,1,0,0,0,0,0,0,0,9,10.8,0.8,0,1.2,45,-669,14749,1137,1806
22,2,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1784,18526,3542,1758
37,13,1,4,2,4,73,0,0,0,3,0,0,0,0,0,0,0,6,2,0.3,0,0.2,45,-2642,16727,903,3545
43,4,2,1,1,5,90,0,0,0,1,0,0,0,0,0,0,0,13,19.4,21.8,0,4.1,45,258,18102,1819,1561
57,15,1,0,0,6,27,0,0,0,0,0,0,0,0,0,0,0,4,6.6,0.5,0,0.7,45,-407,18706,1499,1906
1,1,1,0,2,1,15,0,0,0,1,0,0,0,0,0,0,0,3,0.8,1.4,0,0.2,45,0,54854,0,0
16,12,1,1,1,2,11,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,45,651,63529,6085,5434
22,2,1,3,1,3,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0,45,-554,65415,7684,8238
37,13,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-6715,59431,2622,9337
43,4,1,1,1,5,14,0,0,0,1,0,0,0,0,0,0,0,6,4,1.4,0,0.5,45,-5190,54962,1872,7062
57,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-1284,54848,4351,5635
1,1,2,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,5,16.4,37.3,20,7.4,55,0,22658,0,0
16,12,2,1,1,2,62,0,0,0,1,0,0,0,0,0,0,0,11,8.4,0.6,4,1.3,55,-624,29596,3777,4401
22,2,2,3,1,3,69,0,0,0,1,0,0,0,0,0,0,0,3,14.2,12.9,30,5.7,55,542,32512,5865,5323
37,13,2,4,2,4,73,0,0,0,3,0,0,0,0,0,0,0,7,2.6,0.4,0,0.3,55,-4887,28905,1768,6655
43,4,1,1,1,5,14,0,0,0,1,0,0,0,0,0,0,0,5,3.2,10.3,0,1.4,55,211,30860,3922,3711
57,15,3,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,5,18.4,22.9,9,5,54,-2714,29128,2437,5151
1,1,2,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,16,13.6,30.4,32,7.6,70,0,624984,0,0
16,12,7,1,1,2,90,1,0,0,1,0,0,0,0,0,0,0,13,43.2,11.8,50,10.5,70,-78600,598209,22396,100996
22,2,12,3,1,3,81,2,0,0,1,0,0,1,1,0,0,3,39,78,34.8,45,15.8,70,127651,790925,195201,67550
37,13,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,164238,1025364,332834,168596
43,4,7,1,1,5,90,1,0,0,1,0,0,0,0,0,0,0,18,33.8,2.2,61,9.7,71,-289814,724264,21384,311198
57,15,3,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,4,12.8,11.8,39,6.4,72,599891,1416540,661883,61992
1,1,2,0,2,1,85,0,0,0,2,0,0,0,0,0,0,0,11,13.4,7,32,5.2,50,0,16304,0,0
16,12,2,1,1,2,87,0,0,0,1,0,0,0,0,0,0,0,14,16,0.1,0,1.6,50,-1232,16825,840,2072
22,2,1,3,1,3,81,0,0,0,1,0,0,0,1,0,0,0,1,0.2,1.3,2,0.4,50,-476,17234,1858,2334
37,13,2,4,2,4,90,0,0,0,4,0,0,0,0,0,0,0,8,13.2,0.7,0,1.4,50,-2008,15643,864,2872
43,4,3,1,1,5,75,0,0,1,0,0,0,0,0,0,0,0,4,8,5.6,26,4,49,58,16197,1798,1740
57,15,3,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,10,6.6,3.9,27,3.8,49,-140,16482,1821,1961
1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,11149,0,0
16,12,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-1369,10085,84,1453
22,2,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-995,9313,148,1143
37,13,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-661,8798,77,738
43,4,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-404,8468,80,484
57,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-456,8114,90,546
1,1,1,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0.3,4,0.4,50,0,2729,0,0
16,12,1,1,1,2,11,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.2,50,-378,3063,64,442
22,2,1,3,1,3,8,0,0,0,0,0,0,0,0,0,0,0,2,8.4,1.7,30,4,50,-185,3268,222,407
37,13,1,4,2,4,23,0,0,0,2,0,0,0,0,0,0,0,4,7.6,0.3,0,0.8,49,-304,3247,118,422
43,4,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-133,3289,147,280
57,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-177,3245,109,286
1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,5160,0,0
16,12,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-291,5723,413,704
22,2,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-154,5959,738,892
37,13,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-711,5464,189,900
43,4,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-203,5492,361,564
57,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,219,6120,898,679
1,1,1,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,20,37.4,12.2,6,5.6,45,0,218564,0,0
16,12,1,1,1,2,90,0,0,0,1,0,0,0,1,0,0,0,8,40.6,0,7,4.8,45,-11897,225529,10510,22407
22,2,2,3,1,3,90,0,0,0,1,0,0,0,0,0,0,0,14,18.6,10.7,0,2.9,45,-5159,227109,17393,22552
37,13,6,4,2,4,90,1,0,0,4,0,0,0,0,0,0,0,23,48.6,0,17,6.6,45,-17559,213121,6903,24462
43,4,2,1,1,5,90,0,0,0,1,0,0,0,0,0,0,0,16,28.4,11.7,0,4,45,19642,241545,29561,9919
57,15,7,0,0,6,90,0,0,1,0,0,0,0,0,0,0,1,37,51.4,13.5,2,6.7,45,-2166,241969,16300,18466
1,1,1,0,2,1,57,0,0,0,1,0,0,0,0,0,0,0,-5,3,1.5,55,6,55,0,273605,0,0
16,12,0,1,1,2,27,0,0,0,0,0,0,0,1,0,0,0,1,3.6,0.8,2,0.6,55,-21209,271050,20404,41613
22,2,5,3,1,3,69,0,1,0,1,0,0,0,0,0,0,0,11,21.6,13.4,33,6.8,55,-30702,246954,19371,50073
37,13,2,4,2,4,66,0,0,0,2,0,0,0,0,0,0,0,4,0,1.3,2,0.2,54,-13046,241080,20732,33778
43,4,1,1,1,5,36,0,0,0,1,0,0,0,0,0,0,0,4,1,1.6,0,0.3,54,950,249003,34923,33973
57,15,1,0,0,6,27,0,0,0,0,0,0,0,0,0,0,0,5,17.2,31.9,38,8.7,54,-38525,211682,14737,53262
1,1,-1,0,2,1,90,0,0,0,2,1,0,0,0,0,0,0,7,16.6,1.4,0,1.8,45,0,178083,0,0
16,12,2,1,1,2,90,0,0,0,1,0,0,0,0,0,0,0,13,27.8,10,2,4,45,-21752,160106,1278,23030
22,2,2,3,1,3,90,0,0,0,1,0,0,0,0,0,0,0,14,11.6,10.2,16,3.8,45,-9232,154189,4202,13434
37,13,-1,4,2,4,90,0,0,0,4,0,0,0,1,0,0,0,10,11.4,0.5,0,1.2,44,-12558,143181,2204,14762
43,4,2,1,1,5,90,0,0,0,1,0,0,0,0,0,0,0,15,20.8,0.8,0,2.2,44,-9567,134562,3495,13062
57,15,6,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,28,33.8,1.2,21,5.6,44,-9279,125984,1721,11000
1,1,1,0,2,1,32,0,0,0,1,0,0,0,0,0,0,0,2,0,11.2,10,2,55,0,67462,0,0
16,12,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-8770,62483,3526,12296
22,2,5,3,1,3,20,1,0,0,0,0,0,0,0,0,0,0,24,30,0.8,17,4.8,54,-7758,56793,4857,12615
37,13,0,4,2,4,16,0,0,0,1,0,0,0,1,0,0,0,0,1,0.5,0,0.2,54,4615,65783,13803,9188
43,4,1,1,1,5,53,0,0,0,0,0,0,0,0,0,0,0,4,6.4,22.3,24,5.3,54,-5809,60934,5262,11071
57,15,2,0,0,6,62,0,0,1,0,0,0,0,0,0,0,0,10,15.4,12.1,51,7.9,54,-8665,53183,4152,12817
1,1,2,0,2,1,85,0,0,0,2,0,0,0,0,0,0,0,7,6.8,8.1,21,3.6,55,0,74770,0,0
16,12,6,1,1,2,78,0,1,0,1,0,0,0,0,0,0,1,24,25.2,16.9,2,4.4,55,-1275,87761,9764,11039
22,2,3,3,1,3,90,0,0,0,1,0,0,0,0,0,0,1,29,15.8,45.7,26,8.8,55,52839,155641,69311,16472
37,13,5,4,2,4,90,0,1,0,4,0,0,0,0,0,0,0,18,20.4,28.5,2,5.1,55,-11884,147681,21976,33860
43,4,3,1,1,5,75,0,0,1,0,0,0,0,0,0,0,0,11,10.6,28.3,5,4.4,55,82175,244804,100993,18818
57,15,3,0,0,6,61,0,0,1,0,0,0,0,0,0,0,0,7,7.6,15.8,7,3,55,17484,266606,56094,38610
1,1,1,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,11,13.8,1.9,0,1.6,45,0,74150,0,0
16,12,2,1,1,2,78,0,0,0,1,0,0,0,0,0,0,0,16,14.2,0.4,0,1.5,45,-5149,81545,1946,7095
22,2,6,3,1,3,90,0,1,0,1,0,0,0,0,0,0,1,29,34.4,37,0,7.1,45,-1000,83765,6201,7201
37,13,1,4,2,4,56,0,0,0,1,0,0,0,0,0,0,0,4,1,0.6,0,0.2,45,626,89205,8953,8327
43,4,1,1,1,5,10,0,0,0,1,0,0,0,0,0,0,0,3,0.2,0.3,0,0.1,45,-14717,74281,947,15664
57,15,6,0,0,6,62,0,0,1,0,0,0,0,0,0,0,0,17,9.8,0.4,0,1,45,-1911,74451,3477,5388
1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,17030,0,0
16,12,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,14,0,1.6,55,-4387,12914,239,4626
22,2,1,3,1,3,20,0,0,0,0,0,0,0,0,0,0,0,1,2.2,1.4,0,0.4,55,-47,14124,1935,1982
37,13,1,4,2,4,16,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0.2,55,-1503,13668,969,2472
43,4,3,1,1,5,79,0,0,1,0,0,0,0,0,0,0,0,14,7.4,19.2,17,4.4,55,-755,13914,1043,1798
57,15,1,0,0,6,28,0,0,0,0,0,0,0,0,0,0,0,10,9.2,18.3,0,2.8,55,1023,16149,2800,1777
1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,4045,0,0
16,12,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-541,4108,241,782
22,2,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-1173,2908,0,1173
37,13,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-555,2406,0,555
43,4,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-307,2104,0,307
57,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-240,1871,0,240
1,1,1,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,2,1.2,0.5,0,0.2,45,0,18907,0,0
16,12,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-65,20899,1868,1933
22,2,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-1021,20382,1814,2835
37,13,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-2667,18015,550,3217
43,4,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-860,17605,1208,2068
57,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-660,17274,1342,2002
1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,24639,0,0
16,12,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-2431,25973,1417,3848
22,2,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-5573,20328,148,5721
37,13,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,252,21940,3441,3189
43,4,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,11952,38767,18541,6589
57,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,-2720,33964,1606,4326
1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,10954,0,0
16,12,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-575,12584,213,788
22,2,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-642,13260,388,1030
37,13,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-854,13424,182,1036
43,4,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-623,13615,193,816
